OMRÅDE;YDELSESTYPE;KØN;ALDER;TID;INDHOLD
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;208
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;229
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;203
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;172
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;172
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;146
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;232
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;216
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;199
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;221
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;178
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;134
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;99
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;95
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;105
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;99
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;92
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;100
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;91
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;95
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;89
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;92
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;86
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;75
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;61
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;91
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;88
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;86
Vordingborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;96
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;3286
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;2840
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;2473
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;2245
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;2041
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;1582
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;1556
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;1723
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;2306
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;2438
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;2280
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;2378
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;2837
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;2613
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;2484
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;2455
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;3036
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;2910
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;2839
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;2816
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;3246
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;3389
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;3329
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;3507
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;4854
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;5410
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;5807
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;6125
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;6023
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;5346
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;4879
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;5163
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;5779
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;5525
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;5225
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;5172
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;5341
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;4713
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;4429
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;4671
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;5195
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;4903
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;4484
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;4252
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;4386
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;3899
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;3654
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;3670
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;3840
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;3475
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;3244
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;3352
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;3578
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;5161
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;3658
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;3006
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;3691
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;2830
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;2010
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;1665
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;1763
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;2340
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;2415
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;2327
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;2497
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;2319
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;2106
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;2154
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;2239
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;2105
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;2089
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;2129
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;2273
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;2148
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;2090
Region Syddanmark;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;2254
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;1502
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;1328
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;1125
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;977
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;872
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;710
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;712
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;731
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;938
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;906
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;883
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;933
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;1111
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;1014
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;1079
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;1079
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;1339
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;1264
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;1373
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;1322
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;1449
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;1456
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;1447
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;1531
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;2202
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;2450
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;2713
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;2842
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;2766
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;2468
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;2366
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;2451
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;2732
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;2635
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;2477
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;2498
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;2568
Province Fyn;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;2353
