OMRÅDE;OVERTRÆD;TID;INDHOLD
Ærø;Nature of the offence, total;2019Q1;51
Ærø;Nature of the offence, total;2019Q2;37
Ærø;Nature of the offence, total;2019Q3;41
Ærø;Nature of the offence, total;2019Q4;33
Ærø;Nature of the offence, total;2020Q1;32
Ærø;Nature of the offence, total;2020Q2;20
Ærø;Nature of the offence, total;2020Q3;53
Ærø;Nature of the offence, total;2020Q4;38
Ærø;Nature of the offence, total;2021Q1;15
Ærø;Nature of the offence, total;2021Q2;24
Ærø;Nature of the offence, total;2021Q3;37
Ærø;Nature of the offence, total;2021Q4;28
Ærø;Nature of the offence, total;2022Q1;33
Ærø;Nature of the offence, total;2022Q2;38
Ærø;Nature of the offence, total;2022Q3;42
Ærø;Nature of the offence, total;2022Q4;31
Ærø;Nature of the offence, total;2023Q1;18
Ærø;Nature of the offence, total;2023Q2;52
Ærø;Nature of the offence, total;2023Q3;60
Ærø;Nature of the offence, total;2023Q4;32
Ærø;Nature of the offence, total;2024Q1;36
Ærø;Nature of the offence, total;2024Q2;41
Ærø;Nature of the offence, total;2024Q3;51
Ærø;Nature of the offence, total;2024Q4;35
Ærø;Nature of the offence, total;2025Q1;35
Ærø;Nature of the offence, total;2025Q2;21
Ærø;Nature of the offence, total;2025Q3;38
Ærø;Nature of the offence, total;2025Q4;39
Billund;Nature of the offence, total;2007Q1;383
Billund;Nature of the offence, total;2007Q2;439
Billund;Nature of the offence, total;2007Q3;584
Billund;Nature of the offence, total;2007Q4;444
Billund;Nature of the offence, total;2008Q1;502
Billund;Nature of the offence, total;2008Q2;508
Billund;Nature of the offence, total;2008Q3;637
Billund;Nature of the offence, total;2008Q4;603
Billund;Nature of the offence, total;2009Q1;494
Billund;Nature of the offence, total;2009Q2;606
Billund;Nature of the offence, total;2009Q3;796
Billund;Nature of the offence, total;2009Q4;677
Billund;Nature of the offence, total;2010Q1;625
Billund;Nature of the offence, total;2010Q2;673
Billund;Nature of the offence, total;2010Q3;727
Billund;Nature of the offence, total;2010Q4;622
Billund;Nature of the offence, total;2011Q1;629
Billund;Nature of the offence, total;2011Q2;588
Billund;Nature of the offence, total;2011Q3;690
Billund;Nature of the offence, total;2011Q4;624
Billund;Nature of the offence, total;2012Q1;532
Billund;Nature of the offence, total;2012Q2;691
Billund;Nature of the offence, total;2012Q3;714
Billund;Nature of the offence, total;2012Q4;599
Billund;Nature of the offence, total;2013Q1;512
Billund;Nature of the offence, total;2013Q2;559
Billund;Nature of the offence, total;2013Q3;719
Billund;Nature of the offence, total;2013Q4;539
Billund;Nature of the offence, total;2014Q1;586
Billund;Nature of the offence, total;2014Q2;424
Billund;Nature of the offence, total;2014Q3;563
Billund;Nature of the offence, total;2014Q4;419
Billund;Nature of the offence, total;2015Q1;364
Billund;Nature of the offence, total;2015Q2;437
Billund;Nature of the offence, total;2015Q3;566
Billund;Nature of the offence, total;2015Q4;499
Billund;Nature of the offence, total;2016Q1;369
Billund;Nature of the offence, total;2016Q2;413
Billund;Nature of the offence, total;2016Q3;495
Billund;Nature of the offence, total;2016Q4;405
Billund;Nature of the offence, total;2017Q1;372
Billund;Nature of the offence, total;2017Q2;517
Billund;Nature of the offence, total;2017Q3;564
Billund;Nature of the offence, total;2017Q4;469
Billund;Nature of the offence, total;2018Q1;418
Billund;Nature of the offence, total;2018Q2;495
Billund;Nature of the offence, total;2018Q3;550
Billund;Nature of the offence, total;2018Q4;525
Billund;Nature of the offence, total;2019Q1;451
Billund;Nature of the offence, total;2019Q2;456
Billund;Nature of the offence, total;2019Q3;629
Billund;Nature of the offence, total;2019Q4;532
Billund;Nature of the offence, total;2020Q1;541
Billund;Nature of the offence, total;2020Q2;300
Billund;Nature of the offence, total;2020Q3;446
Billund;Nature of the offence, total;2020Q4;338
Billund;Nature of the offence, total;2021Q1;384
Billund;Nature of the offence, total;2021Q2;370
Billund;Nature of the offence, total;2021Q3;403
Billund;Nature of the offence, total;2021Q4;564
Billund;Nature of the offence, total;2022Q1;510
Billund;Nature of the offence, total;2022Q2;473
Billund;Nature of the offence, total;2022Q3;483
Billund;Nature of the offence, total;2022Q4;425
Billund;Nature of the offence, total;2023Q1;481
Billund;Nature of the offence, total;2023Q2;453
Billund;Nature of the offence, total;2023Q3;531
Billund;Nature of the offence, total;2023Q4;446
Billund;Nature of the offence, total;2024Q1;421
Billund;Nature of the offence, total;2024Q2;569
Billund;Nature of the offence, total;2024Q3;499
Billund;Nature of the offence, total;2024Q4;474
Billund;Nature of the offence, total;2025Q1;417
Billund;Nature of the offence, total;2025Q2;434
Billund;Nature of the offence, total;2025Q3;502
Billund;Nature of the offence, total;2025Q4;429
Esbjerg;Nature of the offence, total;2007Q1;2657
Esbjerg;Nature of the offence, total;2007Q2;2620
Esbjerg;Nature of the offence, total;2007Q3;2573
Esbjerg;Nature of the offence, total;2007Q4;2651
Esbjerg;Nature of the offence, total;2008Q1;2659
Esbjerg;Nature of the offence, total;2008Q2;2873
Esbjerg;Nature of the offence, total;2008Q3;2712
Esbjerg;Nature of the offence, total;2008Q4;3050
Esbjerg;Nature of the offence, total;2009Q1;2585
Esbjerg;Nature of the offence, total;2009Q2;2784
Esbjerg;Nature of the offence, total;2009Q3;2813
Esbjerg;Nature of the offence, total;2009Q4;2831
Esbjerg;Nature of the offence, total;2010Q1;2678
Esbjerg;Nature of the offence, total;2010Q2;2771
Esbjerg;Nature of the offence, total;2010Q3;2754
Esbjerg;Nature of the offence, total;2010Q4;2972
Esbjerg;Nature of the offence, total;2011Q1;2632
Esbjerg;Nature of the offence, total;2011Q2;2709
Esbjerg;Nature of the offence, total;2011Q3;3027
Esbjerg;Nature of the offence, total;2011Q4;3079
Esbjerg;Nature of the offence, total;2012Q1;2566
Esbjerg;Nature of the offence, total;2012Q2;2442
Esbjerg;Nature of the offence, total;2012Q3;2502
Esbjerg;Nature of the offence, total;2012Q4;2553
Esbjerg;Nature of the offence, total;2013Q1;2154
Esbjerg;Nature of the offence, total;2013Q2;2465
Esbjerg;Nature of the offence, total;2013Q3;2483
Esbjerg;Nature of the offence, total;2013Q4;2466
Esbjerg;Nature of the offence, total;2014Q1;2219
Esbjerg;Nature of the offence, total;2014Q2;2208
Esbjerg;Nature of the offence, total;2014Q3;2439
Esbjerg;Nature of the offence, total;2014Q4;2481
Esbjerg;Nature of the offence, total;2015Q1;1925
Esbjerg;Nature of the offence, total;2015Q2;1962
Esbjerg;Nature of the offence, total;2015Q3;2448
Esbjerg;Nature of the offence, total;2015Q4;2383
Esbjerg;Nature of the offence, total;2016Q1;2026
Esbjerg;Nature of the offence, total;2016Q2;2263
Esbjerg;Nature of the offence, total;2016Q3;2149
Esbjerg;Nature of the offence, total;2016Q4;2125
Esbjerg;Nature of the offence, total;2017Q1;2107
Esbjerg;Nature of the offence, total;2017Q2;2079
Esbjerg;Nature of the offence, total;2017Q3;2036
Esbjerg;Nature of the offence, total;2017Q4;2140
Esbjerg;Nature of the offence, total;2018Q1;1944
Esbjerg;Nature of the offence, total;2018Q2;2198
Esbjerg;Nature of the offence, total;2018Q3;2455
Esbjerg;Nature of the offence, total;2018Q4;2433
Esbjerg;Nature of the offence, total;2019Q1;2188
Esbjerg;Nature of the offence, total;2019Q2;2229
Esbjerg;Nature of the offence, total;2019Q3;2178
Esbjerg;Nature of the offence, total;2019Q4;2372
Esbjerg;Nature of the offence, total;2020Q1;2999
Esbjerg;Nature of the offence, total;2020Q2;1813
Esbjerg;Nature of the offence, total;2020Q3;2039
Esbjerg;Nature of the offence, total;2020Q4;1970
Esbjerg;Nature of the offence, total;2021Q1;1799
Esbjerg;Nature of the offence, total;2021Q2;1811
Esbjerg;Nature of the offence, total;2021Q3;2070
Esbjerg;Nature of the offence, total;2021Q4;1888
Esbjerg;Nature of the offence, total;2022Q1;1935
Esbjerg;Nature of the offence, total;2022Q2;2034
Esbjerg;Nature of the offence, total;2022Q3;1938
Esbjerg;Nature of the offence, total;2022Q4;2025
Esbjerg;Nature of the offence, total;2023Q1;1918
Esbjerg;Nature of the offence, total;2023Q2;1968
Esbjerg;Nature of the offence, total;2023Q3;2001
Esbjerg;Nature of the offence, total;2023Q4;2053
Esbjerg;Nature of the offence, total;2024Q1;1972
Esbjerg;Nature of the offence, total;2024Q2;2164
Esbjerg;Nature of the offence, total;2024Q3;1917
Esbjerg;Nature of the offence, total;2024Q4;1888
Esbjerg;Nature of the offence, total;2025Q1;1836
Esbjerg;Nature of the offence, total;2025Q2;1682
Esbjerg;Nature of the offence, total;2025Q3;1739
Esbjerg;Nature of the offence, total;2025Q4;1647
Fanø;Nature of the offence, total;2007Q1;37
Fanø;Nature of the offence, total;2007Q2;92
Fanø;Nature of the offence, total;2007Q3;91
Fanø;Nature of the offence, total;2007Q4;27
Fanø;Nature of the offence, total;2008Q1;45
Fanø;Nature of the offence, total;2008Q2;31
Fanø;Nature of the offence, total;2008Q3;66
Fanø;Nature of the offence, total;2008Q4;23
Fanø;Nature of the offence, total;2009Q1;21
Fanø;Nature of the offence, total;2009Q2;52
Fanø;Nature of the offence, total;2009Q3;73
Fanø;Nature of the offence, total;2009Q4;16
Fanø;Nature of the offence, total;2010Q1;29
Fanø;Nature of the offence, total;2010Q2;30
Fanø;Nature of the offence, total;2010Q3;65
Fanø;Nature of the offence, total;2010Q4;46
Fanø;Nature of the offence, total;2011Q1;18
Fanø;Nature of the offence, total;2011Q2;39
Fanø;Nature of the offence, total;2011Q3;56
Fanø;Nature of the offence, total;2011Q4;34
Fanø;Nature of the offence, total;2012Q1;37
Fanø;Nature of the offence, total;2012Q2;35
Fanø;Nature of the offence, total;2012Q3;74
Fanø;Nature of the offence, total;2012Q4;34
Fanø;Nature of the offence, total;2013Q1;17
Fanø;Nature of the offence, total;2013Q2;24
Fanø;Nature of the offence, total;2013Q3;73
Fanø;Nature of the offence, total;2013Q4;47
Fanø;Nature of the offence, total;2014Q1;42
Fanø;Nature of the offence, total;2014Q2;35
Fanø;Nature of the offence, total;2014Q3;71
Fanø;Nature of the offence, total;2014Q4;34
Fanø;Nature of the offence, total;2015Q1;39
Fanø;Nature of the offence, total;2015Q2;25
Fanø;Nature of the offence, total;2015Q3;50
Fanø;Nature of the offence, total;2015Q4;25
Fanø;Nature of the offence, total;2016Q1;18
Fanø;Nature of the offence, total;2016Q2;20
Fanø;Nature of the offence, total;2016Q3;57
Fanø;Nature of the offence, total;2016Q4;38
Fanø;Nature of the offence, total;2017Q1;38
Fanø;Nature of the offence, total;2017Q2;14
Fanø;Nature of the offence, total;2017Q3;77
Fanø;Nature of the offence, total;2017Q4;36
Fanø;Nature of the offence, total;2018Q1;59
Fanø;Nature of the offence, total;2018Q2;54
Fanø;Nature of the offence, total;2018Q3;67
Fanø;Nature of the offence, total;2018Q4;49
Fanø;Nature of the offence, total;2019Q1;47
Fanø;Nature of the offence, total;2019Q2;37
Fanø;Nature of the offence, total;2019Q3;43
Fanø;Nature of the offence, total;2019Q4;20
Fanø;Nature of the offence, total;2020Q1;23
Fanø;Nature of the offence, total;2020Q2;27
Fanø;Nature of the offence, total;2020Q3;45
Fanø;Nature of the offence, total;2020Q4;44
Fanø;Nature of the offence, total;2021Q1;24
Fanø;Nature of the offence, total;2021Q2;40
Fanø;Nature of the offence, total;2021Q3;43
Fanø;Nature of the offence, total;2021Q4;34
Fanø;Nature of the offence, total;2022Q1;45
Fanø;Nature of the offence, total;2022Q2;43
Fanø;Nature of the offence, total;2022Q3;51
Fanø;Nature of the offence, total;2022Q4;32
Fanø;Nature of the offence, total;2023Q1;29
Fanø;Nature of the offence, total;2023Q2;30
Fanø;Nature of the offence, total;2023Q3;90
Fanø;Nature of the offence, total;2023Q4;34
Fanø;Nature of the offence, total;2024Q1;32
Fanø;Nature of the offence, total;2024Q2;28
Fanø;Nature of the offence, total;2024Q3;70
Fanø;Nature of the offence, total;2024Q4;35
Fanø;Nature of the offence, total;2025Q1;23
Fanø;Nature of the offence, total;2025Q2;23
Fanø;Nature of the offence, total;2025Q3;60
Fanø;Nature of the offence, total;2025Q4;34
Fredericia;Nature of the offence, total;2007Q1;1246
Fredericia;Nature of the offence, total;2007Q2;1353
Fredericia;Nature of the offence, total;2007Q3;1359
Fredericia;Nature of the offence, total;2007Q4;1442
Fredericia;Nature of the offence, total;2008Q1;1274
Fredericia;Nature of the offence, total;2008Q2;1445
Fredericia;Nature of the offence, total;2008Q3;1463
Fredericia;Nature of the offence, total;2008Q4;1771
Fredericia;Nature of the offence, total;2009Q1;1402
Fredericia;Nature of the offence, total;2009Q2;1408
Fredericia;Nature of the offence, total;2009Q3;1463
Fredericia;Nature of the offence, total;2009Q4;1526
Fredericia;Nature of the offence, total;2010Q1;1246
Fredericia;Nature of the offence, total;2010Q2;1433
Fredericia;Nature of the offence, total;2010Q3;1811
Fredericia;Nature of the offence, total;2010Q4;1601
Fredericia;Nature of the offence, total;2011Q1;1278
Fredericia;Nature of the offence, total;2011Q2;1263
Fredericia;Nature of the offence, total;2011Q3;1478
Fredericia;Nature of the offence, total;2011Q4;1636
Fredericia;Nature of the offence, total;2012Q1;1251
Fredericia;Nature of the offence, total;2012Q2;1412
Fredericia;Nature of the offence, total;2012Q3;1241
Fredericia;Nature of the offence, total;2012Q4;1316
Fredericia;Nature of the offence, total;2013Q1;1360
Fredericia;Nature of the offence, total;2013Q2;1165
Fredericia;Nature of the offence, total;2013Q3;1501
Fredericia;Nature of the offence, total;2013Q4;1794
Fredericia;Nature of the offence, total;2014Q1;1150
Fredericia;Nature of the offence, total;2014Q2;1180
Fredericia;Nature of the offence, total;2014Q3;1416
Fredericia;Nature of the offence, total;2014Q4;1542
Fredericia;Nature of the offence, total;2015Q1;1230
Fredericia;Nature of the offence, total;2015Q2;1481
Fredericia;Nature of the offence, total;2015Q3;1008
Fredericia;Nature of the offence, total;2015Q4;1295
Fredericia;Nature of the offence, total;2016Q1;1182
Fredericia;Nature of the offence, total;2016Q2;1204
Fredericia;Nature of the offence, total;2016Q3;1332
Fredericia;Nature of the offence, total;2016Q4;1418
Fredericia;Nature of the offence, total;2017Q1;1209
Fredericia;Nature of the offence, total;2017Q2;1451
Fredericia;Nature of the offence, total;2017Q3;1287
Fredericia;Nature of the offence, total;2017Q4;1385
Fredericia;Nature of the offence, total;2018Q1;1171
Fredericia;Nature of the offence, total;2018Q2;1186
Fredericia;Nature of the offence, total;2018Q3;1104
Fredericia;Nature of the offence, total;2018Q4;1156
Fredericia;Nature of the offence, total;2019Q1;1014
Fredericia;Nature of the offence, total;2019Q2;1023
Fredericia;Nature of the offence, total;2019Q3;1100
Fredericia;Nature of the offence, total;2019Q4;1094
Fredericia;Nature of the offence, total;2020Q1;1177
Fredericia;Nature of the offence, total;2020Q2;1131
Fredericia;Nature of the offence, total;2020Q3;881
Fredericia;Nature of the offence, total;2020Q4;975
Fredericia;Nature of the offence, total;2021Q1;763
Fredericia;Nature of the offence, total;2021Q2;972
Fredericia;Nature of the offence, total;2021Q3;937
Fredericia;Nature of the offence, total;2021Q4;1080
Fredericia;Nature of the offence, total;2022Q1;953
Fredericia;Nature of the offence, total;2022Q2;1001
Fredericia;Nature of the offence, total;2022Q3;983
Fredericia;Nature of the offence, total;2022Q4;1111
Fredericia;Nature of the offence, total;2023Q1;1176
Fredericia;Nature of the offence, total;2023Q2;1313
Fredericia;Nature of the offence, total;2023Q3;1053
